game_id,result,llm_color,termination_reason,plies_total,plies_llm,llm_legal_moves,llm_illegal_moves,llm_legal_rate,llm_outcome,llm_points,moves_per_game,structured_history_path,latency_ms_avg,latency_ms_p95,duration_s,config_file,game_index,source,system_key,system_display,prompt_system,run_root
g092,1-0,Black,illegal_llm_move,19,9,9,0,1.0,loss,0.0,9.5,runs/4.1-standard/g092/hist_20251111-092106_std_b.json,1536.7,2878.0,12579.65,4.1-standard.json,91,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g093,1-0,Black,illegal_llm_move,15,7,7,0,1.0,loss,0.0,7.5,runs/4.1-standard/g093/hist_20251111-092106_std_b.json,1274.875,1747.0,12579.65,4.1-standard.json,92,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g094,1-0,Black,illegal_llm_move,5,2,2,0,1.0,loss,0.0,2.5,runs/4.1-standard/g094/hist_20251111-092106_std_b.json,1155.0,1187.0,12579.65,4.1-standard.json,93,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g095,1-0,Black,illegal_llm_move,11,5,5,0,1.0,loss,0.0,5.5,runs/4.1-standard/g095/hist_20251111-092106_std_b.json,1117.0,1266.0,12579.65,4.1-standard.json,94,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g096,1-0,Black,illegal_llm_move,19,9,9,0,1.0,loss,0.0,9.5,runs/4.1-standard/g096/hist_20251111-092106_std_b.json,1225.2,1656.0,12579.66,4.1-standard.json,95,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g097,1-0,Black,illegal_llm_move,19,9,9,0,1.0,loss,0.0,9.5,runs/4.1-standard/g097/hist_20251111-092106_std_b.json,1203.7,1419.0,12579.66,4.1-standard.json,96,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g098,1-0,Black,illegal_llm_move,15,7,7,0,1.0,loss,0.0,7.5,runs/4.1-standard/g098/hist_20251111-092106_std_b.json,1185.875,1295.0,12579.66,4.1-standard.json,97,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g099,1-0,Black,illegal_llm_move,21,10,10,0,1.0,loss,0.0,10.5,runs/4.1-standard/g099/hist_20251111-092106_std_b.json,1242.090909090909,1853.0,12579.67,4.1-standard.json,98,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g100,1-0,Black,illegal_llm_move,9,4,4,0,1.0,loss,0.0,4.5,runs/4.1-standard/g100/hist_20251111-092106_std_b.json,1492.0,2640.0,12579.67,4.1-standard.json,99,results.jsonl,standard,Standard Prompt,standard,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-standard
g001,0-1,White,illegal_llm_move,42,21,21,0,1.0,loss,0.0,21.0,runs/4.1-legal-move-system/g001/hist_20251111-151800_std_w.json,1295.9545454545455,1696.85,32824.39,4.1-legal-move-system.json,0,results.jsonl,legal_simple,Legal Move System (Simple),legal-move-system-simple,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-legal-move-system
g002,0-1,White,illegal_llm_move,20,10,10,0,1.0,loss,0.0,10.0,runs/4.1-legal-move-system/g002/hist_20251111-151800_std_w.json,1301.909090909091,1598.0,32824.4,4.1-legal-move-system.json,1,results.jsonl,legal_simple,Legal Move System (Simple),legal-move-system-simple,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-legal-move-system
g003,0-1,White,illegal_llm_move,14,7,7,0,1.0,loss,0.0,7.0,runs/4.1-legal-move-system/g003/hist_20251111-151800_std_w.json,1379.625,2160.0,32824.41,4.1-legal-move-system.json,2,results.jsonl,legal_simple,Legal Move System (Simple),legal-move-system-simple,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-legal-move-system
g004,0-1,White,illegal_llm_move,24,12,12,0,1.0,loss,0.0,12.0,runs/4.1-legal-move-system/g004/hist_20251111-151800_std_w.json,1456.1538461538462,2680.0,32824.41,4.1-legal-move-system.json,3,results.jsonl,legal_simple,Legal Move System (Simple),legal-move-system-simple,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-legal-move-system
g005,0-1,White,illegal_llm_move,26,13,13,0,1.0,loss,0.0,13.0,runs/4.1-legal-move-system/g005/hist_20251111-151800_std_w.json,1272.4285714285713,1814.0,32824.42,4.1-legal-move-system.json,4,results.jsonl,legal_simple,Legal Move System (Simple),legal-move-system-simple,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-legal-move-system
g006,0-1,White,illegal_llm_move,24,12,12,0,1.0,loss,0.0,12.0,runs/4.1-legal-move-system/g006/hist_20251111-151800_std_w.json,1329.6923076923076,1979.0,32824.42,4.1-legal-move-system.json,5,results.jsonl,legal_simple,Legal Move System (Simple),legal-move-system-simple,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-legal-move-system
g007,0-1,White,illegal_llm_move,40,20,20,0,1.0,loss,0.0,20.0,runs/4.1-legal-move-system/g007/hist_20251111-151800_std_w.json,1337.8095238095239,2251.3,32824.43,4.1-legal-move-system.json,6,results.jsonl,legal_simple,Legal Move System (Simple),legal-move-system-simple,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-legal-move-system
g008,1-0,White,normal_game_end,31,16,16,0,1.0,win,1.0,15.5,runs/4.1-legal-move-system/g008/hist_20251111-151800_std_w.json,1312.0625,2201.0,32824.44,4.1-legal-move-system.json,7,results.jsonl,legal_simple,Legal Move System (Simple),legal-move-system-simple,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-legal-move-system
g009,0-1,White,illegal_llm_move,30,15,15,0,1.0,loss,0.0,15.0,runs/4.1-legal-move-system/g009/hist_20251111-151800_std_w.json,1203.75,1468.0,32824.44,4.1-legal-move-system.json,8,results.jsonl,legal_simple,Legal Move System (Simple),legal-move-system-simple,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-legal-move-system
g010,0-1,White,illegal_llm_move,14,7,7,0,1.0,loss,0.0,7.0,runs/4.1-legal-move-system/g010/hist_20251111-151800_std_w.json,1647.5,3272.0,32824.45,4.1-legal-move-system.json,9,results.jsonl,legal_simple,Legal Move System (Simple),legal-move-system-simple,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-legal-move-system
g011,0-1,White,illegal_llm_move,26,13,13,0,1.0,loss,0.0,13.0,runs/4.1-legal-move-system/g011/hist_20251111-151800_std_w.json,1248.7857142857142,1450.0,32824.45,4.1-legal-move-system.json,10,results.jsonl,legal_simple,Legal Move System (Simple),legal-move-system-simple,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-legal-move-system
g012,0-1,White,illegal_llm_move,48,24,24,0,1.0,loss,0.0,24.0,runs/4.1-legal-move-system/g012/hist_20251111-151800_std_w.json,1210.16,1760.2,32824.46,4.1-legal-move-system.json,11,results.jsonl,legal_simple,Legal Move System (Simple),legal-move-system-simple,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-legal-move-system
g013,0-1,White,illegal_llm_move,22,11,11,0,1.0,loss,0.0,11.0,runs/4.1-legal-move-system/g013/hist_20251111-151800_std_w.json,1196.75,1442.0,32824.47,4.1-legal-move-system.json,12,results.jsonl,legal_simple,Legal Move System (Simple),legal-move-system-simple,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-legal-move-system
g014,0-1,White,illegal_llm_move,16,8,8,0,1.0,loss,0.0,8.0,runs/4.1-legal-move-system/g014/hist_20251111-151800_std_w.json,1208.7777777777778,1942.0,32824.47,4.1-legal-move-system.json,13,results.jsonl,legal_simple,Legal Move System (Simple),legal-move-system-simple,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-legal-move-system
g015,0-1,White,illegal_llm_move,12,6,6,0,1.0,loss,0.0,6.0,runs/4.1-legal-move-system/g015/hist_20251111-151800_std_w.json,1207.4285714285713,1556.0,32824.47,4.1-legal-move-system.json,14,results.jsonl,legal_simple,Legal Move System (Simple),legal-move-system-simple,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-legal-move-system
g016,1-0,White,normal_game_end,13,7,7,0,1.0,win,1.0,6.5,runs/4.1-legal-move-system/g016/hist_20251111-151800_std_w.json,1182.142857142857,1431.0,32824.48,4.1-legal-move-system.json,15,results.jsonl,legal_simple,Legal Move System (Simple),legal-move-system-simple,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-legal-move-system
g017,0-1,White,illegal_llm_move,32,16,16,0,1.0,loss,0.0,16.0,runs/4.1-legal-move-system/g017/hist_20251111-151800_std_w.json,1308.1176470588234,2232.0,32824.48,4.1-legal-move-system.json,16,results.jsonl,legal_simple,Legal Move System (Simple),legal-move-system-simple,/Users/marcobetti/Desktop/chess/llmchess/runs/4.1-legal-move-system
